Unnamed: 0.1,Unnamed: 0,narrative,Broad_narrative,Topic,credible,logos,ethos,pathos,base,valid,source,source_2
675,961,Masks and social distancing are unnecessary measures that infringe on personal freedom.,The pandemic is a hoax,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://factcheck.afp.com/conspiracy-theorist-hoax-pandemic-video-goes-viral-despite-facebook-ban,
676,962,"Masks and social distancing are globally recognized, effective measures that significantly reduce COVID-19 transmission, safeguarding public health.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.ecdc.europa.eu/sites/default/files/documents/covid-19-face-masks-community-first-update.pdf,https://www.ecdc.europa.eu/en/news-events/ecdc-publishes-updated-considerations-use-face-masks-community
677,963,"Studies show that in environments with low infection rates and high air circulation, the transmission of viruses is significantly diminished. Given this context, enforcing masks and social distancing as blanket policies can be seen as not only unnecessary but also as measures that restrict individual freedoms without substantial evidence of effectiveness in all public scenarios.",The pandemic is a hoax,"Health, Covid-19, and vaccines",False,True,False,False,False,True,https://factcheck.afp.com/conspiracy-theorist-hoax-pandemic-video-goes-viral-despite-facebook-ban,
678,965,"These unnecessary masks and distancing measures are shackles on our freedom, echoing a modern form of oppression. In the face of fear, we must rise above and claim our intrinsic right to personal liberty.",The pandemic is a hoax,"Health, Covid-19, and vaccines",False,False,False,True,False,True,https://factcheck.afp.com/conspiracy-theorist-hoax-pandemic-video-goes-viral-despite-facebook-ban,
679,967,"In this shared fight against COVID-19, wearing masks and practicing social distancing stand as our shield and strategy, essential in safeguarding our community's health.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,False,False,True,False,True,https://www.ecdc.europa.eu/sites/default/files/documents/covid-19-face-masks-community-first-update.pdf,https://www.ecdc.europa.eu/en/news-events/ecdc-publishes-updated-considerations-use-face-masks-community
680,969,Hospitals profit from falsely reporting COVID-19 cases and deaths.,The pandemic is a hoax,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://factcheck.afp.com/conspiracy-theorist-hoax-pandemic-video-goes-viral-despite-facebook-ban,
681,970,Hospitals do not profit from falsely reporting COVID-19 cases and deaths; enhanced payments for COVID-19 patients are for treatment purposes and not contingent on a patient's death.,The pandemic is a hoax,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.factcheck.org/2020/04/hospital-payments-and-the-covid-19-death-count/,https://apnews.com/article/fact-check-covid-pandemic-hospitals-medicare-157398144949
682,971,COVID-19 only affects the elderly or those with underlying health conditions.,The pandemic is a hoax,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://factcheck.afp.com/conspiracy-theorist-hoax-pandemic-video-goes-viral-despite-facebook-ban,
683,972,"COVID-19 affects individuals of all age groups, not limited to the elderly or those with pre-existing health conditions.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.ecdc.europa.eu/en/publications-data/covid-19-data-14-day-age-notification-rate-new-cases,https://www.ecdc.europa.eu/en/news-events/epidemiological-update-covid-19-transmission-eueea-sars-cov-2-variants-and-public
684,974,"COVID-19's impact is not confined to the elderly or those with pre-existing health conditions, as evidenced by the 14-day age-specific notification rate of new cases. The emergence of new SARS-CoV-2 variants and the increase in transmission signals in the EU/EEA underscore the virus's ability to affect all age groups and the necessity for continued vigilance.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,True,False,False,False,True,https://www.ecdc.europa.eu/en/publications-data/covid-19-data-14-day-age-notification-rate-new-cases,https://www.ecdc.europa.eu/en/news-events/epidemiological-update-covid-19-transmission-eueea-sars-cov-2-variants-and-public
685,975,"In these challenging times, remember that COVID-19 is a battle primarily for the elderly and those already fighting health battles; it leaves most of us unscathed, free to live without fear. Just as a storm affects only the fragile leaves, so does this virus touch only the frail.",The pandemic is a hoax,"Health, Covid-19, and vaccines",False,False,False,True,False,True,https://factcheck.afp.com/conspiracy-theorist-hoax-pandemic-video-goes-viral-despite-facebook-ban,
686,977,"In the shadow of this relentless pandemic, let us recognize that no age group stands invincible; COVID-19 weaves its sorrowful tale through both the young and the old alike.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,False,False,True,False,True,https://www.ecdc.europa.eu/en/publications-data/covid-19-data-14-day-age-notification-rate-new-cases,https://www.ecdc.europa.eu/en/news-events/epidemiological-update-covid-19-transmission-eueea-sars-cov-2-variants-and-public
687,978,"According to the European Centre for Disease Prevention and Control, COVID-19 affects individuals across all age groups. Their data shows that the 14-day notification rate of newly reported COVID-19 cases spans all age groups, reinforcing the fact that the virus is not limited to the elderly or those with pre-existing health conditions.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,False,True,False,False,True,https://www.ecdc.europa.eu/en/publications-data/covid-19-data-14-day-age-notification-rate-new-cases,https://www.ecdc.europa.eu/en/news-events/epidemiological-update-covid-19-transmission-eueea-sars-cov-2-variants-and-public
688,979,Wearing masks leads to carbon dioxide poisoning and oxygen deficiency.,The pandemic is a hoax,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://factcheck.afp.com/conspiracy-theorist-hoax-pandemic-video-goes-viral-despite-facebook-ban,
689,980,"Wearing masks does not cause carbon dioxide poisoning or oxygen deficiency, as they do not significantly affect the respiratory system, nor do they restrict airflow or lead to harmful gas buildup, according to medical and health experts globally.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.factcheck.org/2023/04/scicheck-masking-has-minimal-effects-on-respiratory-system-does-not-cause-long-covid/,https://www.usatoday.com/story/news/factcheck/2020/10/17/fact-check-experts-say-face-masks-dont-cause-oxygen-deprivation/3698536001/
691,986,"Renowned fact-checking organization FactCheck.org confirms that face masks have minimal effects on the respiratory system and do not cause long COVID. Furthermore, experts such as Linsey Marr from Virginia Tech and Jonathan Parsons from the Ohio State University Wexner Medical Center affirm that masks do not block gases like oxygen and carbon dioxide, nor do they lead to any serious health problems.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,False,True,False,False,True,https://www.factcheck.org/2023/04/scicheck-masking-has-minimal-effects-on-respiratory-system-does-not-cause-long-covid/,https://www.usatoday.com/story/news/factcheck/2020/10/17/fact-check-experts-say-face-masks-dont-cause-oxygen-deprivation/3698536001/
692,987,Lockdowns and restrictive measures are part of a plan to dismantle the economy and personal freedoms.,The pandemic is a hoax,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://factcheck.afp.com/conspiracy-theorist-hoax-pandemic-video-goes-viral-despite-facebook-ban,
693,988,"Lockdowns and restrictive measures were tailored, sometimes less restrictive approaches like in Sweden, and were aimed at protecting public health amidst the COVID-19 pandemic, not dismantling economies or personal freedoms.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://fra.europa.eu/en/publication/2021/coronavirus-pandemic-focus,https://www.cato.org/policy-analysis/sweden-during-pandemic
694,989,"Statistical evidence from various economic studies demonstrates how lockdowns have consistently correlated with severe economic downturns and increased governmental control, suggesting a deliberate strategy to reconfigure both the economy and individual liberties.",The pandemic is a hoax,"Health, Covid-19, and vaccines",False,True,False,False,False,True,https://factcheck.afp.com/conspiracy-theorist-hoax-pandemic-video-goes-viral-despite-facebook-ban,
695,990,"The tailored approach to lockdowns and restrictive measures, as exemplified by Sweden's reliance on voluntary adaptation, resulted in better economic performance and no learning losses for elementary school students, demonstrating that the primary aim was indeed the protection of public health, not the dismantling of economies or personal freedoms.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,True,False,False,False,True,https://fra.europa.eu/en/publication/2021/coronavirus-pandemic-focus,https://www.cato.org/policy-analysis/sweden-during-pandemic
696,991,"In these dark times, lockdowns and restrictive measures are sinister schemes designed to shatter our economy and strip away our personal freedoms, rendering us powerless in a new era of control.",The pandemic is a hoax,"Health, Covid-19, and vaccines",False,False,False,True,False,True,https://factcheck.afp.com/conspiracy-theorist-hoax-pandemic-video-goes-viral-despite-facebook-ban,
697,993,"In the name of public health and the greater good, lockdowns and varied measures—from stringent restrictions to the balanced approach seen in Sweden—were implemented not to encroach on personal freedoms but to guard the sanctity of life amidst the COVID-19 storm.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,False,False,True,False,True,https://fra.europa.eu/en/publication/2021/coronavirus-pandemic-focus,https://www.cato.org/policy-analysis/sweden-during-pandemic
698,994,"Drawing on the comprehensive analysis by the European Union Agency for Fundamental Rights, it's clear that the tailored lockdowns and measures during the COVID-19 pandemic were necessary and proportional to protect public health. Furthermore, Johan Norberg's report from the Cato Institute validates Sweden's less restrictive approach, demonstrating its effectiveness in maintaining economic performance and health outcomes without compromising personal freedoms.",The pandemic is a hoax,"Health, Covid-19, and vaccines",True,False,True,False,False,True,https://fra.europa.eu/en/publication/2021/coronavirus-pandemic-focus,https://www.cato.org/policy-analysis/sweden-during-pandemic
699,995,The severity of the COVID-19 pandemic is exaggerated for political reasons.,Sars-Cov-2 is not really that much dangerous,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.ellinikahoaxes.gr/2021/07/07/lisboa-court-152-covid-deaths-disinformation/?__cf_chl_jschl_tk__=pmd_dd436de224ba9d7a1354f9e74338691d429cb9fc-1628499250-0-gqNtZGzNAk2jcnBszQii,
700,997,Vaccinated individuals are at a higher risk of blood clots during flights and are being banned from flying.,Vaccinated people are prevented to do a series of activities (e.g. driving),"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.newtral.es/coagulos-sangre-vuelo-vacuna-bulo/20210605/,
701,998,"There is no evidence that vaccinated individuals face a higher risk of blood clots during flights, and airlines, alongside ensuring safe travel with measures like the EU Digital COVID Certificate, are actually encouraging, not banning, vaccinated passengers.",Vaccinated people are prevented to do a series of activities (e.g. driving),"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.factcheck.org/2021/06/scicheck-airlines-are-encouraging-not-banning-vaccinated-passengers/,https://europa.eu/youreurope/citizens/travel/travel-and-covid/index_en.htm
702,1000,"Airlines globally are actively encouraging vaccinated passengers to fly again, offering rewards and simplifying travel procedures for them. Concurrently, the EU has implemented measures like the Digital COVID Certificate to ensure safe travel. Contrary to certain social media claims, there is no substantiated evidence of an increased risk of blood clots for vaccinated individuals during flights.",Vaccinated people are prevented to do a series of activities (e.g. driving),"Health, Covid-19, and vaccines",True,True,False,False,False,True,https://www.factcheck.org/2021/06/scicheck-airlines-are-encouraging-not-banning-vaccinated-passengers/,https://europa.eu/youreurope/citizens/travel/travel-and-covid/index_en.htm
703,1003,"In the wake of our global struggle, airlines stand steadfast, ensuring that vaccinated travelers face no greater risk and are welcomed with open arms, echoing the dedication to safe skies embodied by measures such as the EU Digital COVID Certificate.",Vaccinated people are prevented to do a series of activities (e.g. driving),"Health, Covid-19, and vaccines",True,False,False,True,False,True,https://www.factcheck.org/2021/06/scicheck-airlines-are-encouraging-not-banning-vaccinated-passengers/,https://europa.eu/youreurope/citizens/travel/travel-and-covid/index_en.htm
704,1005,"PCR tests are not effective in detecting COVID-19 infections, making them pointless for pandemic response. ","Pcr tests, face-masks and other means to prevent COVID-19 are useless","Health, Covid-19, and vaccines",False,False,False,False,True,True,"https://correctiv.org/faktencheck/2022/06/14/australische-arzneimittelbehoerde-erklaerte-pcr-tests-nicht-fuer-sinnlos/, https://facta.news/notizia-falsa/2021/01/29/non-e-vero-che-secondo-loms-non-e-necessario-indossare-una-mascherina/",
705,1009,"Just as a faulty compass leads ships astray, PCR tests fail in detecting COVID-19 infections, rendering our pandemic response a voyage through uncharted waters of uncertainty.","Pcr tests, face-masks and other means to prevent COVID-19 are useless","Health, Covid-19, and vaccines",False,False,False,True,False,True,"https://correctiv.org/faktencheck/2022/06/14/australische-arzneimittelbehoerde-erklaerte-pcr-tests-nicht-fuer-sinnlos/, https://facta.news/notizia-falsa/2021/01/29/non-e-vero-che-secondo-loms-non-e-necessario-indossare-una-mascherina/",
706,1011,"PCR tests stand as the sentinels of our time, their precise detection a beacon of hope in the battle against COVID-19. Much like the vigilant guardians they are, these tests play an indispensable role in the early identification and swift containment of this relentless virus.","Pcr tests, face-masks and other means to prevent COVID-19 are useless","Health, Covid-19, and vaccines",True,False,False,True,False,True,https://health.ec.europa.eu/system/files/2020-10/covid19_testingstrategies_recommendation_en_0.pdf,https://www.ecdc.europa.eu/sites/default/files/documents/Options-for-the-use-of-rapid-antigen-tests-for-COVID-19-first-update.pdf
707,1012,"The European Commission, in its recommendation on COVID-19 testing strategies, emphasizes the essential role of robust testing strategies in the early detection of potentially infectious individuals. Furthermore, the European Centre for Disease Prevention and Control (ECDC) acknowledges that while rapid antigen tests can contribute to overall COVID-19 testing capacity, PCR tests remain the gold standard for detecting SARS-CoV-2 due to their high sensitivity and specificity.","Pcr tests, face-masks and other means to prevent COVID-19 are useless","Health, Covid-19, and vaccines",True,False,True,False,False,True,https://health.ec.europa.eu/system/files/2020-10/covid19_testingstrategies_recommendation_en_0.pdf,https://www.ecdc.europa.eu/sites/default/files/documents/Options-for-the-use-of-rapid-antigen-tests-for-COVID-19-first-update.pdf
708,1013,The coronavirus is a man-made virus created in a laboratory as part of a global conspiracy.,Conspiracy theories about depopulating the world/experimenting on people/inserting chips (plandemic).,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.tjekdet.dk/faktatjek/ny-corona-dokumentar-sender-igen-konspirationsteorier-i-omloeb-0,
709,1016,"In a world increasingly overshadowed by uncertainty, the coronavirus stands as a chilling testament to a clandestine global scheme, meticulously engineered within the hidden confines of a laboratory.",Conspiracy theories about depopulating the world/experimenting on people/inserting chips (plandemic).,"Health, Covid-19, and vaccines",False,False,False,True,False,True,https://www.tjekdet.dk/faktatjek/ny-corona-dokumentar-sender-igen-konspirationsteorier-i-omloeb-0,
710,1019,COVID-19 vaccines will implant microchips in people for global surveillance.,Conspiracy theories about depopulating the world/experimenting on people/inserting chips (plandemic).,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.tjekdet.dk/faktatjek/ny-corona-dokumentar-sender-igen-konspirationsteorier-i-omloeb-0,
711,1021,The pandemic was planned (a 'plandemic') as part of a global control agenda.,Conspiracy theories about depopulating the world/experimenting on people/inserting chips (plandemic).,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.tjekdet.dk/faktatjek/ny-corona-dokumentar-sender-igen-konspirationsteorier-i-omloeb-0,
712,1022,"The COVID-19 pandemic, a global health emergency, was not planned; simulation exercises are standard preparedness, not cover-ups for control agendas.",Conspiracy theories about depopulating the world/experimenting on people/inserting chips (plandemic).,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.poynter.org/fact-checking/2020/plandemic-video-fact-check/,https://www.politifact.com/factchecks/2023/may/05/instagram-posts/simulation-was-not-prep-for-a-planned-2025-pandemi/
713,1023,Vaccines are being used to experiment on the population without their consent.,Conspiracy theories about depopulating the world/experimenting on people/inserting chips (plandemic).,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.tjekdet.dk/faktatjek/ny-corona-dokumentar-sender-igen-konspirationsteorier-i-omloeb-0,
714,1024,"Vaccines undergo rigorous testing and continuous safety monitoring to ensure their efficacy and are administered globally with informed consent, debunking the notion of experimental use on populations.",Conspiracy theories about depopulating the world/experimenting on people/inserting chips (plandemic).,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://commission.europa.eu/strategy-and-policy/coronavirus-response/public-health/eu-vaccines-strategy_en,https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-medicines/safety-covid-19-vaccines
715,1025,COVID-19 vaccines cause a high number of deaths and severe side effects.,COVID-19 Vaccines are very dangerous/lethal.,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.ellinikahoaxes.gr/2022/09/07/france-fda-vaccines-mix/,
716,1026,"Authorized COVID-19 vaccines are extensively monitored for safety, demonstrating high effectiveness with predominantly mild and transient side effects, thus significantly saving lives worldwide.",COVID-19 Vaccines are very dangerous/lethal.,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-medicines/safety-covid-19-vaccines,https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-medicines/covid-19-vaccines-key-facts
717,1027," Photographs of injured protesters are always direct evidence of police brutality at specific, recent events. ",Brutal repression of protests/extreme punishments for non-vaccinated people.,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://sprawdzam.afp.com/http%253A%252F%252Fdoc.afp.com%252F9NF6ZU-1,
718,1028,"Photographs of injured protesters do not always serve as direct evidence of police brutality, since the context and full sequence of events, corroborated by witness testimonies and video evidence, are essential for accurate interpretation.",Brutal repression of protests/extreme punishments for non-vaccinated people.,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.buzzfeednews.com/article/katebubacz/blm-protesters-faces-photographs,https://www.theguardian.com/us-news/2024/feb/19/blm-march-portland-shooting?ref=upstract.com
719,1033,"While heart-wrenching photos of injured protesters capture profound moments of suffering, true justice demands the full narrative—corroborated eyewitness accounts and video evidence—to reveal the complete sequence of events.",Brutal repression of protests/extreme punishments for non-vaccinated people.,"Health, Covid-19, and vaccines",True,False,False,True,False,True,https://www.buzzfeednews.com/article/katebubacz/blm-protesters-faces-photographs,https://www.theguardian.com/us-news/2024/feb/19/blm-march-portland-shooting?ref=upstract.com
720,1035,Governments introducing COVID-19 restrictions are using the pandemic as an excuse to suppress civil liberties indefinitely.,Brutal repression of protests/extreme punishments for non-vaccinated people.,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://sprawdzam.afp.com/http%253A%252F%252Fdoc.afp.com%252F9NF6ZU-1,
721,1036,"COVID-19 restrictions, aimed at protecting public health, are evaluated for their impact on civil rights and democracy, with necessary measures being monitored to ensure they are proportionate and temporary.",Brutal repression of protests/extreme punishments for non-vaccinated people.,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.europarl.europa.eu/cmsdata/207125/Final%20version%20of%20the%20Briefing%20note.pdf,https://www.theguardian.com/commentisfree/2021/mar/10/the-guardian-view-on-covid-and-civil-liberties-keeping-a-close-watch-on-government
722,1037,5G technology contributed to the spread of the coronavirus.,"COVID-19 is less dangerous than claimed and that officials used it to restrict peoples’ freedom rights, force them to get vaccinated","Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.zeit.de/gesellschaft/2021-03/mimikama-verschwoerungstheorie-fake-news-recherche-plattform-corona-pandemie?utm_referrer=https%3A%2F%2Fduckduckgo.com%2F,
723,1038,"The World Health Organisation and the European Commission have clarified that there is no link between 5G technology and the spread of COVID-19, highlighting that viruses cannot travel via radio waves or mobile networks, and COVID-19 spread in areas without 5G coverage.","COVID-19 is less dangerous than claimed and that officials used it to restrict peoples’ freedom rights, force them to get vaccinated","Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.euractiv.com/section/5g/news/combat-5g-covid-19-fake-news-urges-europe/,https://globalnews.ca/news/7017120/european-union-5g-coronavirus-fake-news/
724,1045,COVID-19 vaccines do not work because people still get infected after vaccination.,Vaccines are not effective.,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.tt.com/artikel/30792549/behauptung-im-faktencheck-erschreckend-viele-covid-kranke-trotz-impfung,
725,1046,"COVID-19 vaccines are highly effective in preventing severe disease, hospitalization, and death, serving as a crucial tool in controlling the pandemic and ensuring public health, with over 80% effectiveness in the general population.",Vaccines are not effective.,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.ecdc.europa.eu/en/covid-19/questions-answers/questions-and-answers-vaccines,https://www.ecdc.europa.eu/en/covid-19/prevention-and-control/vaccines
726,1048,"The COVID-19 vaccines, having been administered to over 900 million individuals in the EU/EEA alone, have demonstrated a high degree of effectiveness, preventing severe disease, hospitalization, and death in over 80% of the general population. This vast scale of successful application, coupled with rigorous testing and continual monitoring for side effects, underscores their crucial role in controlling the pandemic and ensuring public health.",Vaccines are not effective.,"Health, Covid-19, and vaccines",True,True,False,False,False,True,https://www.ecdc.europa.eu/en/covid-19/questions-answers/questions-and-answers-vaccines,https://www.ecdc.europa.eu/en/covid-19/prevention-and-control/vaccines
727,1051,"COVID-19 vaccines stand as a beacon of hope, warding off the shadows of severe illness and death with over 80% effectiveness, uniting us in the collective fight to control the pandemic and protect our communities.",Vaccines are not effective.,"Health, Covid-19, and vaccines",True,False,False,True,False,True,https://www.ecdc.europa.eu/en/covid-19/questions-answers/questions-and-answers-vaccines,https://www.ecdc.europa.eu/en/covid-19/prevention-and-control/vaccines
728,1053,Vaccinated individuals getting COVID-19 proves that the vaccine is a failure.,Vaccines are not effective.,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.tt.com/artikel/30792549/behauptung-im-faktencheck-erschreckend-viele-covid-kranke-trotz-impfung,
729,1055,"Statistical analysis reveals that despite widespread vaccination efforts, there are documented cases of vaccinated individuals contracting COVID-19. This indicates that the vaccines, while intended to provide immunity, do not entirely prevent the virus, leading to the conclusion that their efficacy is limited and they could be considered unsuccessful in completely eradicating the risk of infection.",Vaccines are not effective.,"Health, Covid-19, and vaccines",False,True,False,False,False,True,https://www.tt.com/artikel/30792549/behauptung-im-faktencheck-erschreckend-viele-covid-kranke-trotz-impfung,
730,1056,"Just as a beacon of hope should guide us to safety, the COVID-19 vaccine was heralded as our path to normalcy. Yet, as vaccinated individuals continue to contract the virus, our faith is shattered, revealing the vaccine's failure to deliver on its promise.",Vaccines are not effective.,"Health, Covid-19, and vaccines",False,False,False,True,False,True,https://www.tt.com/artikel/30792549/behauptung-im-faktencheck-erschreckend-viele-covid-kranke-trotz-impfung,
731,1058,"In the battle against COVID-19, vaccines stand as our shields, safeguarding us from severe illness and death, a beacon of hope and resilience in these trying times.",Vaccines are not effective.,"Health, Covid-19, and vaccines",True,False,False,True,False,True,https://www.ecdc.europa.eu/en/covid-19/questions-answers/questions-and-answers-vaccines,https://www.ecdc.europa.eu/en/covid-19/prevention-and-control/vaccines
732,1059,A high number of breakthrough cases shows that vaccines are not effective against COVID-19 variants.,Vaccines are not effective.,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.tt.com/artikel/30792549/behauptung-im-faktencheck-erschreckend-viele-covid-kranke-trotz-impfung,
733,1060,"COVID-19 vaccines have been highly effective at preventing severe disease, hospitalization, and death across various variants, including Omicron and Delta, with evidence showing moderate effectiveness in preventing infection but high effectiveness against severe outcomes.",Vaccines are not effective.,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.ecdc.europa.eu/en/covid-19/questions-answers/questions-and-answers-vaccines,https://covid19-vaccines-efficacy.ecdc.europa.eu/
734,1061,Bill Gates is using vaccines to implant microchips in the population for global surveillance.,"The vaccines would make people sick, that they would be “chipped” with the vaccination and thus become “remote-controlled”","Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.derstandard.de/story/2000117235605/die-seuchenfreunde-gegen-bill-gates-und-dem-impfterror,
735,1062,"Thorough investigations and statements from Bill Gates and the Gates Foundation confirm there's no evidence or plan to use COVID-19 vaccines for implanting microchips for global surveillance, with these claims debunked by fact-checkers and acknowledged with humor by Gates himself.","The vaccines would make people sick, that they would be “chipped” with the vaccination and thus become “remote-controlled”","Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.usatoday.com/story/news/factcheck/2020/06/12/fact-check-bill-gates-isnt-planning-implant-microchips-via-vaccines/3171405001/,https://www.snopes.com/fact-check/bill-gates-microchips-tweet/
736,1064,"Thorough investigations have consistently found no evidence to support the claim that Bill Gates plans to use COVID-19 vaccines to implant microchips for global surveillance. Even Gates himself has denied these allegations and humorously responded to them, further debunking the conspiracy theory.","The vaccines would make people sick, that they would be “chipped” with the vaccination and thus become “remote-controlled”","Health, Covid-19, and vaccines",True,True,False,False,False,True,https://www.usatoday.com/story/news/factcheck/2020/06/12/fact-check-bill-gates-isnt-planning-implant-microchips-via-vaccines/3171405001/,https://www.snopes.com/fact-check/bill-gates-microchips-tweet/
737,1065,"With an agenda cloaked in benevolence, Bill Gates uses vaccines as a covert method to implant microchips, setting the stage for a world where true privacy is a relic of history. Much like the darkest times of human conflict, this operation threatens to plunge us into a dystopian future of relentless surveillance.","The vaccines would make people sick, that they would be “chipped” with the vaccination and thus become “remote-controlled”","Health, Covid-19, and vaccines",False,False,False,True,False,True,https://www.derstandard.de/story/2000117235605/die-seuchenfreunde-gegen-bill-gates-und-dem-impfterror,
738,1068,"Bill Gates, co-founder of Microsoft and a renowned philanthropist, has categorically denied the conspiracy theory of implanting microchips via COVID-19 vaccines, calling it 'so stupid or strange'. This denial is further corroborated by the Gates Foundation and fact-checking by reputable sources such as USA Today and Snopes, which have repeatedly debunked these claims.","The vaccines would make people sick, that they would be “chipped” with the vaccination and thus become “remote-controlled”","Health, Covid-19, and vaccines",True,False,True,False,False,True,https://www.usatoday.com/story/news/factcheck/2020/06/12/fact-check-bill-gates-isnt-planning-implant-microchips-via-vaccines/3171405001/,https://www.snopes.com/fact-check/bill-gates-microchips-tweet/
739,1069,Vaccines are designed to reduce the global population through harmful side effects.,"The vaccines would make people sick, that they would be “chipped” with the vaccination and thus become “remote-controlled”","Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.derstandard.de/story/2000117235605/die-seuchenfreunde-gegen-bill-gates-und-dem-impfterror,
740,1070,"Vaccines are rigorously tested for safety, have been proven to protect against serious diseases by saving millions of lives worldwide, and their benefits vastly outweigh any rare side effects.","The vaccines would make people sick, that they would be “chipped” with the vaccination and thus become “remote-controlled”","Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.who.int/news-room/questions-and-answers/item/vaccines-and-immunization-global-vaccine-safety,https://www.factcheck.org/2024/02/scicheck-review-article-by-misinformation-spreaders-misleads-about-mrna-covid-19-vaccines/
741,1072,"Vaccines undergo rigorous testing and approval processes, ensuring their safety and efficacy. Post-approval, their safety continues to be monitored. This stringent oversight, coupled with their proven track record of saving millions of lives, underscores the immense benefits of vaccines, which far outweigh any rare side effects.","The vaccines would make people sick, that they would be “chipped” with the vaccination and thus become “remote-controlled”","Health, Covid-19, and vaccines",True,True,False,False,False,True,https://www.who.int/news-room/questions-and-answers/item/vaccines-and-immunization-global-vaccine-safety,https://www.factcheck.org/2024/02/scicheck-review-article-by-misinformation-spreaders-misleads-about-mrna-covid-19-vaccines/
742,1073,"Vaccines, presented as life-saving, carry hidden dangers aimed at subtly decreasing the global population; unaware, we stand on the brink of a new silent catastrophe. This is a battle for humanity's future, against a covert agenda masked as public health.","The vaccines would make people sick, that they would be “chipped” with the vaccination and thus become “remote-controlled”","Health, Covid-19, and vaccines",False,False,False,True,False,True,https://www.derstandard.de/story/2000117235605/die-seuchenfreunde-gegen-bill-gates-und-dem-impfterror,
743,1075,"As sentinels of our health, vaccines undergo exhaustive scrutiny and stand as bulwarks against the scourge of deadly diseases, ultimately safeguarding countless lives and proving that their profound benefits eclipse the scant risks.","The vaccines would make people sick, that they would be “chipped” with the vaccination and thus become “remote-controlled”","Health, Covid-19, and vaccines",True,False,False,True,False,True,https://www.who.int/news-room/questions-and-answers/item/vaccines-and-immunization-global-vaccine-safety,https://www.factcheck.org/2024/02/scicheck-review-article-by-misinformation-spreaders-misleads-about-mrna-covid-19-vaccines/
744,1076,"The World Health Organization, a globally recognized authority on health, asserts that vaccines are a simple, safe, and effective way of protecting against harmful diseases, using our body’s natural defenses to build resistance. FactCheck.org, a reputable source for debunking misinformation, affirms that mRNA COVID-19 vaccines have a good safety record and have saved millions of lives, debunking contrary claims.","The vaccines would make people sick, that they would be “chipped” with the vaccination and thus become “remote-controlled”","Health, Covid-19, and vaccines",True,False,True,False,False,True,https://www.who.int/news-room/questions-and-answers/item/vaccines-and-immunization-global-vaccine-safety,https://www.factcheck.org/2024/02/scicheck-review-article-by-misinformation-spreaders-misleads-about-mrna-covid-19-vaccines/
